ID,Station Name,Distance,Line,Branch,Opened,Layout,Latitude,Longitude,WikiLink
93,Jhandewalan,32.07,Blue,Main,2005,Underground,28.6444,77.1998,https://en.wikipedia.org/wiki/Jhandewalan_metro_station
94,Ramakrishna Ashram Marg,33.24,Blue,Main,2005,Underground,28.6393,77.2085,https://en.wikipedia.org/wiki/Ramakrishna_Ashram_Marg_metro_station
95,Rajiv Chowk,34.74,Blue,Main,2005,Underground,28.6328,77.2196,https://en.wikipedia.org/wiki/Rajiv_Chowk_metro_station
96,Barakhamba Road,35.4,Blue,Main,2005,Underground,28.62998,77.224526,https://en.wikipedia.org/wiki/Barakhamba_Road_metro_station
97,Mandi House,36.66,Blue,Main,2006,Underground,28.6258,77.2347,https://en.wikipedia.org/wiki/Mandi_House_metro_station
98,Pragati Maidan,37.58,Blue,Main,2006,Underground,28.6235,77.2425,https://en.wikipedia.org/wiki/Pragati_Maidan_metro_station
99,Indraprastha,38.51,Blue,Main,2006,Underground,28.6205,77.25,https://en.wikipedia.org/wiki/Indraprastha_metro_station
100,Yamuna Bank,40.55,Blue,Main,2009,Elevated,28.62328,77.26793,https://en.wikipedia.org/wiki/Yamuna_Bank_metro_station
101,Akshardham,42.01,Blue,Main,2009,Elevated,28.617911,77.279415,https://en.wikipedia.org/wiki/Akshardham_metro_station
102,Mayur Vihar Phase-1,44.11,Blue,Main,2009,Elevated,28.604134,77.289526,https://en.wikipedia.org/wiki/Mayur_Vihar-I_metro_station
103,Mayur Vihar Extension,45.5,Blue,Main,2009,Elevated,28.594211,77.294664,https://en.wikipedia.org/wiki/Mayur_Vihar_Extension_metro_station
104,New Ashok Nagar,46.55,Blue,Main,2009,Elevated,28.58916,77.302067,https://en.wikipedia.org/wiki/New_Ashok_Nagar_metro_station
105,Noida Sector 15,47.73,Blue,Main,2009,Elevated,28.585156,77.31158,https://en.wikipedia.org/wiki/Noida_Sector_15_metro_station
106,Noida Sector 16,48.83,Blue,Main,2009,Elevated,28.578395,77.317635,https://en.wikipedia.org/wiki/Noida_Sector_16_metro_station
107,Noida Sector 18,50.19,Blue,Main,2009,Elevated,28.570813,77.326116,https://en.wikipedia.org/wiki/Noida_Sector_18_metro_station
108,Botanical Garden,51.48,Blue,Main,2009,Elevated,28.5642,77.3348,https://en.wikipedia.org/wiki/Botanical_Garden_metro_station
109,Golf Course,52.8,Blue,Main,2009,Elevated,28.567181,77.346029,https://en.wikipedia.org/wiki/Golf_Course_metro_station
110,Noida City Centre,54.28,Blue,Main,2009,Elevated,28.5747,77.3561,https://en.wikipedia.org/wiki/Noida_City_Centre_metro_station
111,Noida Sector 34,55.36,Blue,Main,2019,Elevated,28.580199,77.363441,https://en.wikipedia.org/wiki/Noida_Sector_34_metro_station
112,Noida Sector 52,56.7,Blue,Main,2019,Elevated,28.5867,77.372839,https://en.wikipedia.org/wiki/Noida_Sector_52_metro_station
113,Noida Sector 61,58.1,Blue,Main,2019,Elevated,28.597631,77.372299,https://en.wikipedia.org/wiki/Noida_Sector_61_metro_station
114,Noida Sector 59,59.23,Blue,Main,2019,Elevated,28.606493,77.372726,https://en.wikipedia.org/wiki/Noida_Sector_59_metro_station
115,Noida Sector 62,60.58,Blue,Main,2019,Elevated,28.616995,77.37361,https://en.wikipedia.org/wiki/Noida_Sector_62_metro_station
116,Noida Electronic City,61.99,Blue,Main,2019,Elevated,28.627941,77.37493,https://en.wikipedia.org/wiki/Noida_Electronic_City_metro_station
149,Kirti Nagar,0.0,Green,Kirti Nagar Branch,2011,Elevated,28.6551,77.1515,https://en.wikipedia.org/wiki/Kirti_Nagar_metro_station
150,Satguru Ramsingh Marg,1.12,Green,Kirti Nagar Branch,2011,Elevated,28.662048,77.157644,https://en.wikipedia.org/wiki/Satguru_Ramsingh_Marg_metro_station
151,Ashok Park Main,2.38,Green,Kirti Nagar Branch,2010,Elevated,28.6716,77.155,https://en.wikipedia.org/wiki/Ashok_Park_Main_metro_station
237,Inderlok,0.0,Green,Main,2010,Elevated,28.6734,77.1703,https://en.wikipedia.org/wiki/Inderlok_metro_station
151,Ashok Park Main,1.73,Green,Main,2010,Elevated,28.6716,77.155,https://en.wikipedia.org/wiki/Ashok_Park_Main_metro_station
152,Punjabi Bagh,2.75,Green,Main,2010,Elevated,28.672929,77.146059,https://en.wikipedia.org/wiki/Punjabi_Bagh_metro_station
239,Punjabi Bagh West,3.51,Green,Main,2022,Elevated,28.672826,77.139256,https://en.wikipedia.org/wiki/Punjabi_Bagh_West_metro_station
153,Shivaji Park,4.55,Green,Main,2010,Elevated,28.6749,77.1303,https://en.wikipedia.org/wiki/Shivaji_Park_metro_station
154,Madipur,5.77,Green,Main,2010,Elevated,28.6764,77.1196,https://en.wikipedia.org/wiki/Madipur_metro_station
155,Paschim Vihar East,6.58,Green,Main,2010,Elevated,28.677327,77.112436,https://en.wikipedia.org/wiki/Paschim_Vihar_East_metro_station
156,Paschim Vihar West,7.75,Green,Main,2010,Elevated,28.6786,77.1021,https://en.wikipedia.org/wiki/Paschim_Vihar_West_metro_station
157,Peera Garhi,8.83,Green,Main,2010,Elevated,28.6797,77.0926,https://en.wikipedia.org/wiki/Peera_Garhi_metro_station
158,Udyog Nagar,10.16,Green,Main,2010,Elevated,28.681,77.0808,https://en.wikipedia.org/wiki/Udyog_Nagar_metro_station
159,Surajmal Stadium,10.93,Green,Main,2010,Elevated,28.6818,77.074,https://en.wikipedia.org/wiki/Surajmal_Stadium_metro_station
160,Nangloi,11.98,Green,Main,2010,Elevated,28.6824,77.0647,https://en.wikipedia.org/wiki/Nangloi_metro_station
161,Nangloi Railway Station,12.95,Green,Main,2010,Elevated,28.6821,77.0561,https://en.wikipedia.org/wiki/Nangloi_Railway_Station_metro_station
162,Rajdhani Park,14.33,Green,Main,2010,Elevated,28.6822,77.0438,https://en.wikipedia.org/wiki/Rajdhani_Park_metro_station
163,Mundka,15.81,Green,Main,2010,Elevated,28.6824,77.0306,https://en.wikipedia.org/wiki/Mundka_metro_station
164,Ghevra,19.73,Green,Main,2018,Elevated,28.685289,76.995773,https://en.wikipedia.org/wiki/Ghevra_metro_station
165,Tikri Kalan,21.81,Green,Main,2018,Elevated,28.686854,76.977336,https://en.wikipedia.org/wiki/Tikri_Kalan_metro_station
166,Tikri Border,23.31,Green,Main,2018,Elevated,28.688033,76.964051,https://en.wikipedia.org/wiki/Tikri_Border_metro_station
167,Pandit Shree Ram Sharma,24.73,Green,Main,2018,Elevated,28.689242,76.951458,https://en.wikipedia.org/wiki/Pandit_Shree_Ram_Sharma_metro_station
168,Bahadurgarh City,26.57,Green,Main,2018,Elevated,28.690724,76.935098,https://en.wikipedia.org/wiki/Bahadurgarh_City_metro_station
169,Brigadier Hoshiyar Singh,28.54,Green,Main,2018,Elevated,28.697339,76.919244,https://en.wikipedia.org/wiki/Brigadier_Hoshiyar_Singh_metro_station
233,Dwarka,0.0,Grey,Main,2019,Elevated,28.615,77.0228,https://en.wikipedia.org/wiki/Dwarka_metro_station
240,Nangli,1.42,Grey,Main,2019,Elevated,28.617239,77.0104,https://en.wikipedia.org/wiki/Nangli_metro_station
235,Najafgarh,4.17,Grey,Main,2019,Elevated,28.61255,76.986508,https://en.wikipedia.org/wiki/Najafgarh_metro_station
234,Dhansa Bus Stand,5.07,Grey,Main,2021,Elevated,28.61191,76.97848,https://en.wikipedia.org/wiki/Dhansa_Bus_Stand_metro_station
257,Krishna Park Extension,0.0,Magenta,Main,2025,Underground,28.650399,77.084976,https://en.wikipedia.org/wiki/Krishna_Park_Extension_metro_station
170,Janakpuri West,2.78,Magenta,Main,2018,Underground,28.6295,77.0782,https://en.wikipedia.org/wiki/Janakpuri_West_metro_station
171,Dabri Mor,4.69,Magenta,Main,2018,Elevated,28.615906,77.085257,https://en.wikipedia.org/wiki/Dabri_Mor_metro_station
172,Dashrathpuri,6.51,Magenta,Main,2018,Elevated,28.6019,77.0824,https://en.wikipedia.org/wiki/Dashrathpuri_metro_station
173,Palam,8.06,Magenta,Main,2018,Elevated,28.59,77.08,https://en.wikipedia.org/wiki/Palam_metro_station
174,Sadar Bazar Cantonment,11.94,Magenta,Main,2018,Elevated,28.5771,77.1113,https://en.wikipedia.org/wiki/Sadar_Bazar_Cantonment_metro_station
175,Terminal 1 IGI Airport,13.97,Magenta,Main,2018,Elevated,28.5648,77.1227,https://en.wikipedia.org/wiki/Terminal_1_IGI_Airport_metro_station
176,Shankar Vihar,16.03,Magenta,Main,2018,Elevated,28.560775,77.140488,https://en.wikipedia.org/wiki/Shankar_Vihar_metro_station
177,Vasant Vihar,18.36,Magenta,Main,2018,Underground,28.557829,77.16099,https://en.wikipedia.org/wiki/Vasant_Vihar_metro_station
178,Munirka,19.82,Magenta,Main,2018,Underground,28.557898,77.173985,https://en.wikipedia.org/wiki/Munirka_metro_station
179,RK Puram,21.37,Magenta,Main,2018,Underground,28.550491,77.184942,https://en.wikipedia.org/wiki/R._K._Puram_metro_station
180,IIT Delhi,22.45,Magenta,Main,2018,Underground,28.5472,77.1938,https://en.wikipedia.org/wiki/IIT_Delhi_metro_station
181,Hauz Khas,23.94,Magenta,Main,2018,Underground,28.543444,77.206344,https://en.wikipedia.org/wiki/Hauz_Khas_metro_station
182,Panchsheel Park,25.54,Magenta,Main,2018,Underground,28.542338,77.220507,https://en.wikipedia.org/wiki/Panchsheel_Park_metro_station
183,Chirag Delhi,26.65,Magenta,Main,2018,Underground,28.54,77.23,https://en.wikipedia.org/wiki/Chirag_Delhi_metro_station
184,Greater Kailash,27.61,Magenta,Main,2018,Underground,28.541832,77.238247,https://en.wikipedia.org/wiki/Greater_Kailash_metro_station
185,Nehru Enclave,29.15,Magenta,Main,2018,Underground,28.545849,77.251171,https://en.wikipedia.org/wiki/Nehru_Enclave_metro_station
186,Kalkaji Mandir,30.16,Magenta,Main,2017,Underground,28.5496,77.2591,https://en.wikipedia.org/wiki/Kalkaji_Mandir_metro_station
187,Okhla NSIC,31.06,Magenta,Main,2017,Underground,28.5546,77.2647,https://en.wikipedia.org/wiki/Okhla_NSIC_metro_station
188,Sukhdev Vihar,32.41,Magenta,Main,2017,Underground,28.55977,77.275133,https://en.wikipedia.org/wiki/Sukhdev_Vihar_metro_station
189,Jamia Millia Islamia,33.72,Magenta,Main,2017,Underground,28.562883,77.286231,https://en.wikipedia.org/wiki/Jamia_Millia_Islamia_metro_station
190,Okhla Vihar,34.39,Magenta,Main,2017,Elevated,28.561285,77.291912,https://en.wikipedia.org/wiki/Okhla_Vihar_metro_station
191,Jasola Vihar Shaheen Bagh,36.43,Magenta,Main,2017,Elevated,28.545885,77.296644,https://en.wikipedia.org/wiki/Jasola_Vihar_Shaheen_Bagh_metro_station
192,Kalindi Kunj,38.0,Magenta,Main,2017,Elevated,28.542813,77.310174,https://en.wikipedia.org/wiki/Kalindi_Kunj_metro_station
193,Okhla Bird Sanctuary,39.82,Magenta,Main,2017,Elevated,28.552864,77.321649,https://en.wikipedia.org/wiki/Okhla_Bird_Sanctuary_metro_station
194,Botanical Garden,41.89,Magenta,Main,2017,Elevated,28.5642,77.3348,https://en.wikipedia.org/wiki/Botanical_Garden_metro_station
142,New Delhi,0.0,Orange,Main,2011,Underground,28.6422,77.2215,https://en.wikipedia.org/wiki/New_Delhi_metro_station
143,Shivaji Stadium,2.06,Orange,Main,2011,Underground,28.62877,77.211412,https://en.wikipedia.org/wiki/Shivaji_Stadium_metro_station
144,Dhaula Kuan,9.37,Orange,Main,2011,Underground,28.591853,77.16169,https://en.wikipedia.org/wiki/Dhaula_Kuan_metro_station
145,Delhi Aerocity,16.52,Orange,Main,2011,Elevated,28.54905,77.12079,https://en.wikipedia.org/wiki/Delhi_Aerocity_metro_station
147,IGI Airport,20.48,Orange,Main,2011,Underground,28.5571,77.0867,https://en.wikipedia.org/wiki/IGI_Airport_metro_station
148,Dwarka Sector 21,23.75,Orange,Main,2011,Elevated,28.552349,77.058065,https://en.wikipedia.org/wiki/Dwarka_Sector_21_metro_station
258,Yashobhoomi Dwarka Sector - 25,25.39,Orange,Main,2023,Underground,28.55212,77.04347,https://en.wikipedia.org/wiki/Yashobhoomi_Dwarka_Sector_-_25_metro_station
195,Majlis Park,0.0,Pink,Main,2018,Elevated,28.7242,77.182,https://en.wikipedia.org/wiki/Majlis_Park_metro_station
196,Azadpur,2.17,Pink,Main,2018,Elevated,28.7073,77.18,https://en.wikipedia.org/wiki/Azadpur_metro_station
197,Shalimar Bagh,3.97,Pink,Main,2018,Elevated,28.701819,77.165191,https://en.wikipedia.org/wiki/Shalimar_Bagh_metro_station
198,Netaji Subhash Place,5.58,Pink,Main,2018,Elevated,28.6959,77.1525,https://en.wikipedia.org/wiki/Netaji_Subhash_Place_metro_station
199,Shakurpur,6.91,Pink,Main,2018,Elevated,28.685779,77.149626,https://en.wikipedia.org/wiki/Shakurpur_metro_station
200,Punjabi Bagh West,8.93,Pink,Main,2018,Elevated,28.672826,77.139256,https://en.wikipedia.org/wiki/Punjabi_Bagh_West_metro_station
201,ESI Hospital,11.22,Pink,Main,2018,Elevated,28.658271,77.127391,https://en.wikipedia.org/wiki/ESI_Hospital_metro_station
202,Rajouri Garden,12.52,Pink,Main,2018,Elevated,28.649,77.1226,https://en.wikipedia.org/wiki/Rajouri_Garden_metro_station
203,Maya Puri,14.24,Pink,Main,2018,Elevated,28.637099,77.129741,https://en.wikipedia.org/wiki/Mayapuri_metro_station
204,Naraina Vihar,16.06,Pink,Main,2018,Elevated,28.624125,77.136488,https://en.wikipedia.org/wiki/Naraina_Vihar_metro_station
205,Delhi Cantt,18.08,Pink,Main,2018,Elevated,28.60871,77.140423,https://en.wikipedia.org/wiki/Delhi_Cantonment_metro_station
206,Durgabai Deshmukh South Campus,22.17,Pink,Main,2018,Underground,28.5894,77.1695,https://en.wikipedia.org/wiki/Durgabai_Deshmukh_South_Campus_metro_station
207,Sir Vishweshwaraiah Moti Bagh,23.73,Pink,Main,2018,Underground,28.578504,77.175726,https://en.wikipedia.org/wiki/Sir_Vishweshwaraiah_Moti_Bagh_metro_station
208,Bhikaji Cama Place,25.46,Pink,Main,2018,Underground,28.570211,77.187888,https://en.wikipedia.org/wiki/Bhikaji_Cama_Place_metro_station
209,Sarojini Nagar,26.86,Pink,Main,2018,Underground,28.575807,77.198571,https://en.wikipedia.org/wiki/Sarojini_Nagar_metro_station
210,INA,27.84,Pink,Main,2018,Underground,28.5752,77.2073,https://en.wikipedia.org/wiki/INA_metro_station
211,South Extension,29.52,Pink,Main,2018,Underground,28.568611,77.220265,https://en.wikipedia.org/wiki/South_Extension_metro_station
212,Lajpat Nagar,31.36,Pink,Main,2018,Underground,28.570566,77.23646,https://en.wikipedia.org/wiki/Lajpat_Nagar_metro_station
213,Vinobapuri,33.04,Pink,Main,2018,Underground,28.565944,77.250502,https://en.wikipedia.org/wiki/Vinobapuri_metro_station
214,Ashram,34.24,Pink,Main,2018,Underground,28.572208,77.258475,https://en.wikipedia.org/wiki/Ashram_metro_station
215,Hazrat Nizamuddin,36.44,Pink,Main,2018,Underground,28.589356,77.257128,https://en.wikipedia.org/wiki/Hazrat_Nizamuddin_metro_station
216,Mayur Vihar Phase-1,40.54,Pink,Main,2018,Elevated,28.604134,77.289526,https://en.wikipedia.org/wiki/Mayur_Vihar-I_metro_station
217,Mayur Vihar Pocket 1,41.59,Pink,Main,2018,Elevated,28.605857,77.298696,https://yometro.com/mayur-vihar-pocket-i-metro-station-110275
218,Trilokpuri Sanjay Lake,43.11,Pink,Main,2018,Elevated,28.613678,77.308849,https://en.wikipedia.org/wiki/Trilokpuri_Sanjay_Lake_metro_station
219,Vinod Nagar East,44.02,Pink,Main,2018,Elevated,28.620039,77.305266,https://en.wikipedia.org/wiki/Vinod_Nagar_East_metro_station
220,Mandawali West Vinod Nagar,44.66,Pink,Main,2018,Elevated,28.624976,77.304583,https://en.wikipedia.org/wiki/Mandawali_-_West_Vinod_Nagar_metro_station
221,IP Extension,45.79,Pink,Main,2018,Elevated,28.631898,77.3109,https://en.wikipedia.org/wiki/IP_Extension_metro_station
222,Anand Vihar,47.79,Pink,Main,2018,Elevated,28.646886,77.315878,https://en.wikipedia.org/wiki/Anand_Vihar_metro_station
223,Karkarduma,48.97,Pink,Main,2018,Elevated,28.648539,77.30556,https://en.wikipedia.org/wiki/Karkarduma_metro_station
224,Karkarduma Court,50.25,Pink,Main,2018,Elevated,28.653685,77.295787,https://en.wikipedia.org/wiki/Karkarduma_Court_metro_station
225,Krishna Nagar,51.07,Pink,Main,2018,Elevated,28.657855,77.290276,https://en.wikipedia.org/wiki/Krishna_Nagar_metro_station_(Delhi)
226,East Azad Nagar,52.13,Pink,Main,2018,Elevated,28.6647,77.285,https://en.wikipedia.org/wiki/East_Azad_Nagar_metro_station
227,Welcome,53.37,Pink,Main,2018,Elevated,28.6721,77.2779,https://en.wikipedia.org/wiki/Welcome_metro_station
228,Jaffrabad,54.78,Pink,Main,2018,Elevated,28.682759,77.274748,https://en.wikipedia.org/wiki/Jaffrabad_metro_station
229,Maujpur Babarpur,56.09,Pink,Main,2018,Elevated,28.692073,77.279585,https://en.wikipedia.org/wiki/Maujpur_-_Babarpur_metro_station
230,Gokulpuri,57.61,Pink,Main,2018,Elevated,28.7025,77.2861,https://en.wikipedia.org/wiki/Gokulpuri_metro_station
231,Johri Enclave,59.05,Pink,Main,2018,Elevated,28.713167,77.290107,https://en.wikipedia.org/wiki/Johri_Enclave_metro_station
232,Shiv Vihar,60.13,Pink,Main,2018,Elevated,28.721612,77.289494,https://en.wikipedia.org/wiki/Shiv_Vihar_metro_station
1,Shaheed Sthal (New Bus Adda),0.0,Red,Main,2019,Elevated,28.670621,77.415453,https://en.wikipedia.org/wiki/Shaheed_Sthal_metro_station
2,Hindon River,1.08,Red,Main,2019,Elevated,28.673415,77.40637,https://en.wikipedia.org/wiki/Hindon_River_metro_station
3,Arthala,2.78,Red,Main,2019,Elevated,28.676927,77.391773,https://en.wikipedia.org/wiki/Arthala_metro_station
4,Mohan Nagar,3.68,Red,Main,2019,Elevated,28.67848,77.383933,https://en.wikipedia.org/wiki/Mohan_Nagar_metro_station
5,Shyam Park,5.14,Red,Main,2019,Elevated,28.678232,77.370902,https://en.wikipedia.org/wiki/Shyam_Park_metro_station
6,Major Mohit Sharma Rajendra Nagar,6.56,Red,Main,2019,Elevated,28.677631,77.358265,https://en.wikipedia.org/wiki/Major_Mohit_Sharma_Rajendra_Nagar_metro_station
7,Raj Bagh,7.87,Red,Main,2019,Elevated,28.677031,77.346578,https://en.wikipedia.org/wiki/Raj_Bagh_metro_station
8,Shaheed Nagar,9.31,Red,Main,2019,Elevated,28.676632,77.333759,https://en.wikipedia.org/wiki/Shaheed_Nagar_metro_station
9,Dilshad Garden,10.69,Red,Main,2008,Elevated,28.675892,77.321486,https://en.wikipedia.org/wiki/Dilshad_Garden_metro_station
10,Jhilmil,11.7,Red,Main,2008,Elevated,28.6757,77.3125,https://en.wikipedia.org/wiki/Jhilmil_metro_station
11,Mansarovar Park,12.92,Red,Main,2008,Elevated,28.6754,77.3016,https://en.wikipedia.org/wiki/Mansarovar_Park_metro_station  
12,Shahdara,14.25,Red,Main,2002,Elevated,28.6735,77.2899,https://en.wikipedia.org/wiki/Shahdara_metro_station
13,Welcome,15.61,Red,Main,2002,Elevated,28.6721,77.2779,https://en.wikipedia.org/wiki/Welcome_metro_station
14,Seelampur,16.9,Red,Main,2002,Elevated,28.6698,77.2667,https://en.wikipedia.org/wiki/Seelampur_metro_station
15,Shastri Park,18.77,Red,Main,2002,Elevated,28.6682,77.2501,https://en.wikipedia.org/wiki/Shastri_Park_metro_station
16,Kashmere Gate,21.25,Red,Main,2002,Underground,28.6675,77.228,https://en.wikipedia.org/wiki/Kashmere_Gate_metro_station
17,Tis Hazari,22.54,Red,Main,2002,Underground,28.6672,77.2165,https://en.wikipedia.org/wiki/Tis_Hazari_metro_station
18,Pulbangash,23.61,Red,Main,2003,Underground,28.6663,77.207,https://en.wikipedia.org/wiki/Pulbangash_metro_station
19,Pratap Nagar,24.53,Red,Main,2003,Underground,28.6667,77.1988,https://en.wikipedia.org/wiki/Pratap_Nagar_metro_station
20,Shastri Nagar,26.49,Red,Main,2003,Underground,28.6701,77.1818,https://en.wikipedia.org/wiki/Shastri_Nagar_metro_station
21,Inderlok,27.85,Red,Main,2003,Elevated,28.6734,77.1703,https://en.wikipedia.org/wiki/Inderlok_metro_station
22,Kanhaiya Nagar,29.16,Red,Main,2004,Elevated,28.6824,77.1648,https://en.wikipedia.org/wiki/Kanhaiya_Nagar_metro_station
23,Keshav Puram,30.06,Red,Main,2004,Elevated,28.6889,77.1618,https://en.wikipedia.org/wiki/Keshav_Puram_metro_station
24,Netaji Subhash Place,31.43,Red,Main,2004,Elevated,28.6959,77.1525,https://en.wikipedia.org/wiki/Netaji_Subhash_Place_metro_station
25,Kohat Enclave,32.77,Red,Main,2004,Elevated,28.698,77.1408,https://en.wikipedia.org/wiki/Kohat_Enclave_metro_station
26,Pitampura,33.92,Red,Main,2004,Elevated,28.7032,77.1324,https://en.wikipedia.org/wiki/Pitampura_metro_station
27,Rohini East,34.85,Red,Main,2004,Elevated,28.7077,77.1259,https://en.wikipedia.org/wiki/Rohini_East_metro_station
28,Rohini West,36.35,Red,Main,2004,Elevated,28.715,77.1154,https://en.wikipedia.org/wiki/Rohini_West_metro_station
29,Rithala,37.56,Red,Main,2004,Elevated,28.7209,77.107,https://en.wikipedia.org/wiki/Rithala_metro_station
236,Kashmere Gate,0.0,Violet,Main,2017,Underground,28.6675,77.228,https://en.wikipedia.org/wiki/Kashmere_Gate_metro_station
241,Lal Qila,1.7,Violet,Main,2017,Underground,28.656657,77.236693,https://en.wikipedia.org/wiki/Lal_Qila_metro_station
242,Jama Masjid,2.43,Violet,Main,2017,Underground,28.651057,77.238135,https://en.wikipedia.org/wiki/Jama_Masjid_metro_station
243,Delhi Gate,3.86,Violet,Main,2017,Underground,28.640072,77.24038,https://en.wikipedia.org/wiki/Delhi_Gate_metro_station
244,ITO,5.23,Violet,Main,2015,Underground,28.629371,77.24132,https://en.wikipedia.org/wiki/ITO_metro_station
238,Mandi House,6.1,Violet,Main,2014,Underground,28.6258,77.2347,https://en.wikipedia.org/wiki/Mandi_House_metro_station
245,Janpath,7.84,Violet,Main,2014,Underground,28.625059,77.219184,https://en.wikipedia.org/wiki/Janpath_metro_station
117,Central Secretariat,9.37,Violet,Main,2010,Underground,28.615,77.2118,https://en.wikipedia.org/wiki/Central_Secretariat_metro_station
118,Khan Market,11.78,Violet,Main,2010,Underground,28.60246,77.227883,https://en.wikipedia.org/wiki/Khan_Market_metro_station
119,Jawaharlal Nehru Stadium,13.43,Violet,Main,2010,Underground,28.590381,77.233049,https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Stadium_metro_station
